doc1 : doc1,0.0
doc1 : doc2,0.006903638586215977
doc1 : doc3,0.006032204559751723
doc1 : doc4,0.006285804099820581
doc1 : doc5,0.005830653314916813
doc1 : doc6,0.006187668656554789
doc1 : doc7,0.006590055785654576
doc1 : doc8,0.012530479943721437
doc1 : doc9,0.010099179956944518
doc1 : doc10,0.009609497875084796
doc1 : doc11,0.007764351254997233
doc1 : doc12,0.007816160386692698
doc1 : doc13,0.006910842025307916
doc1 : doc14,0.009030299715490405
doc1 : doc15,0.006281373462249667
doc1 : doc16,0.008215645138017917
doc1 : doc17,0.008946703196842591
doc1 : doc18,0.007157050522129566
doc1 : doc19,0.012726190107623159
doc1 : doc20,0.010224002662173883
doc2 : doc1,0.006903638586215977
doc2 : doc2,0.0
doc2 : doc3,0.0021424847702722267
doc2 : doc4,0.002223594304365221
doc2 : doc5,0.0018030356873311398
doc2 : doc6,0.0021220838287536754
doc2 : doc7,0.004163459621197184
doc2 : doc8,0.008394491078438059
doc2 : doc9,0.006041023994102839
doc2 : doc10,0.005523746262754643
doc2 : doc11,0.0038734940257580683
doc2 : doc12,0.0038161296620611573
doc2 : doc13,0.0030494225654744407
doc2 : doc14,0.004756706006417941
doc2 : doc15,0.0024215893643988757
doc2 : doc16,0.00430395459736919
doc2 : doc17,0.00485723251695357
doc2 : doc18,0.0031972700127741427
doc2 : doc19,0.008792616792825522
doc2 : doc20,0.006456462235873746
doc3 : doc1,0.006032204559751723
doc3 : doc2,0.0021424847702722267
doc3 : doc3,0.0
doc3 : doc4,0.0014392730462554077
doc3 : doc5,7.607235953124439E-4
doc3 : doc6,8.210382276319604E-4
doc3 : doc7,0.0033123159003356543
doc3 : doc8,0.00775131730603384
doc3 : doc9,0.00564764579466223
doc3 : doc10,0.004703736070847795
doc3 : doc11,0.0030932694955705547
doc3 : doc12,0.0028428352312093795
doc3 : doc13,0.0021729291350816803
doc3 : doc14,0.004391604580808904
doc3 : doc15,0.0014966948220268646
doc3 : doc16,0.0034966665121986956
doc3 : doc17,0.004515763204507983
doc3 : doc18,0.0023538910618573065
doc3 : doc19,0.007978597880149558
doc3 : doc20,0.005648712717984451
doc4 : doc1,0.006285804099820581
doc4 : doc2,0.002223594304365221
doc4 : doc3,0.0014392730462554077
doc4 : doc4,0.0
doc4 : doc5,0.0010418413889840298
doc4 : doc6,0.0014357153955724762
doc4 : doc7,0.0034197709569567967
doc4 : doc8,0.007929211597370535
doc4 : doc9,0.005750043802503606
doc4 : doc10,0.004366148999861659
doc4 : doc11,0.0029389291811054694
doc4 : doc12,0.0029758678185008002
doc4 : doc13,0.00223218354607684
doc4 : doc14,0.0044440790412539075
doc4 : doc15,0.0014217071883986729
doc4 : doc16,0.0036020939859698485
doc4 : doc17,0.00461717859654536
doc4 : doc18,0.0024235322699260094
doc4 : doc19,0.007987609187940763
doc4 : doc20,0.00570239090326424
doc5 : doc1,0.005830653314916813
doc5 : doc2,0.0018030356873311398
doc5 : doc3,7.607235953124439E-4
doc5 : doc4,0.0010418413889840298
doc5 : doc5,0.0
doc5 : doc6,8.681581108505809E-4
doc5 : doc7,0.003103453859474768
doc5 : doc8,0.007543108648691948
doc5 : doc9,0.0052707859266937825
doc5 : doc10,0.004326644028571425
doc5 : doc11,0.0026491820410030112
doc5 : doc12,0.0021878246610280063
doc5 : doc13,0.0018311444518423173
doc5 : doc14,0.004028205202476353
doc5 : doc15,0.0011234495601984103
doc5 : doc16,0.003094402112217112
doc5 : doc17,0.004157806613001683
doc5 : doc18,0.002065994524657197
doc5 : doc19,0.007561463049631835
doc5 : doc20,0.005150519337847847
doc6 : doc1,0.006187668656554789
doc6 : doc2,0.0021220838287536754
doc6 : doc3,8.210382276319604E-4
doc6 : doc4,0.0014357153955724762
doc6 : doc5,8.681581108505809E-4
doc6 : doc6,0.0
doc6 : doc7,0.003508489089056062
doc6 : doc8,0.007687586059633485
doc6 : doc9,0.005660266617974203
doc6 : doc10,0.00476044521968396
doc6 : doc11,0.003146426138146929
doc6 : doc12,0.0029347745412448304
doc6 : doc13,0.0020011831829850222
doc6 : doc14,0.004382338033520894
doc6 : doc15,0.001516456011863577
doc6 : doc16,0.0035389028413078307
doc6 : doc17,0.004530737050816871
doc6 : doc18,0.0023728149290108483
doc6 : doc19,0.007945431012401099
doc6 : doc20,0.005728106924704769
doc7 : doc1,0.006590055785654576
doc7 : doc2,0.004163459621197184
doc7 : doc3,0.0033123159003356543
doc7 : doc4,0.0034197709569567967
doc7 : doc5,0.003103453859474768
doc7 : doc6,0.003508489089056062
doc7 : doc7,0.0
doc7 : doc8,0.009322198315502035
doc7 : doc9,0.007241479424561816
doc7 : doc10,0.006749936254782662
doc7 : doc11,0.004921274887909132
doc7 : doc12,0.005070888580250973
doc7 : doc13,0.0041345892177021785
doc7 : doc14,0.006368002413041846
doc7 : doc15,0.003552539959726189
doc7 : doc16,0.00505984452383127
doc7 : doc17,0.006208622056140177
doc7 : doc18,0.004161020929344246
doc7 : doc19,0.009959543526996392
doc7 : doc20,0.007540523321730567
doc8 : doc1,0.012530479943721437
doc8 : doc2,0.008394491078438059
doc8 : doc3,0.00775131730603384
doc8 : doc4,0.007929211597370535
doc8 : doc5,0.007543108648691948
doc8 : doc6,0.007687586059633485
doc8 : doc7,0.009322198315502035
doc8 : doc8,0.0
doc8 : doc9,0.011775182536690973
doc8 : doc10,0.01132375801037055
doc8 : doc11,0.00908597129144019
doc8 : doc12,0.009492099918892995
doc8 : doc13,0.008269928414697189
doc8 : doc14,0.010697574519054438
doc8 : doc15,0.007321471099323527
doc8 : doc16,0.0099812160752735
doc8 : doc17,0.010788302426342641
doc8 : doc18,0.008777072044359426
doc8 : doc19,0.014347680342668844
doc8 : doc20,0.011980755805084672
doc9 : doc1,0.010099179956944518
doc9 : doc2,0.006041023994102839
doc9 : doc3,0.00564764579466223
doc9 : doc4,0.005750043802503606
doc9 : doc5,0.0052707859266937825
doc9 : doc6,0.005660266617974203
doc9 : doc7,0.007241479424561816
doc9 : doc8,0.011775182536690973
doc9 : doc9,0.0
doc9 : doc10,0.009051587975550009
doc9 : doc11,0.007134857804247474
doc9 : doc12,0.007210418091613255
doc9 : doc13,0.006401595939412999
doc9 : doc14,0.008462052793197106
doc9 : doc15,0.00561320097897717
doc9 : doc16,0.007490758547555291
doc9 : doc17,7.206518754519332E-4
doc9 : doc18,0.006448966465968997
doc9 : doc19,0.012045890600498927
doc9 : doc20,0.00983921344012653
doc10 : doc1,0.009609497875084796
doc10 : doc2,0.005523746262754643
doc10 : doc3,0.004703736070847795
doc10 : doc4,0.004366148999861659
doc10 : doc5,0.004326644028571425
doc10 : doc6,0.00476044521968396
doc10 : doc7,0.006749936254782662
doc10 : doc8,0.01132375801037055
doc10 : doc9,0.009051587975550009
doc10 : doc10,0.0
doc10 : doc11,0.006044513795137659
doc10 : doc12,0.0063101783250912105
doc10 : doc13,0.005560669072757452
doc10 : doc14,0.0077659502761538496
doc10 : doc15,0.004800821934113156
doc10 : doc16,0.006924352442876818
doc10 : doc17,0.007927635971214047
doc10 : doc18,0.005731398698761014
doc10 : doc19,0.011362161571118457
doc10 : doc20,0.009082631754521597
doc11 : doc1,0.007764351254997233
doc11 : doc2,0.0038734940257580683
doc11 : doc3,0.0030932694955705547
doc11 : doc4,0.0029389291811054694
doc11 : doc5,0.0026491820410030112
doc11 : doc6,0.003146426138146929
doc11 : doc7,0.004921274887909132
doc11 : doc8,0.00908597129144019
doc11 : doc9,0.007134857804247474
doc11 : doc10,0.006044513795137659
doc11 : doc11,0.0
doc11 : doc12,0.00449952239277742
doc11 : doc13,0.0038665064627099676
doc11 : doc14,0.0060399811514345965
doc11 : doc15,0.0031535719919958643
doc11 : doc16,0.0049359342773196355
doc11 : doc17,0.006052245666031965
doc11 : doc18,0.0038531663993110277
doc11 : doc19,0.009329277563448292
doc11 : doc20,0.005307966116133968
doc12 : doc1,0.007816160386692698
doc12 : doc2,0.0038161296620611573
doc12 : doc3,0.0028428352312093795
doc12 : doc4,0.0029758678185008002
doc12 : doc5,0.0021878246610280063
doc12 : doc6,0.0029347745412448304
doc12 : doc7,0.005070888580250973
doc12 : doc8,0.009492099918892995
doc12 : doc9,0.007210418091613255
doc12 : doc10,0.0063101783250912105
doc12 : doc11,0.00449952239277742
doc12 : doc12,0.0
doc12 : doc13,0.003803676445117379
doc12 : doc14,0.0060115247644966854
doc12 : doc15,0.003116392915425964
doc12 : doc16,0.004770170576313037
doc12 : doc17,0.006086601216748268
doc12 : doc18,0.0039341385049676955
doc12 : doc19,0.009495686893660068
doc12 : doc20,0.007072829575227732
doc13 : doc1,0.006910842025307916
doc13 : doc2,0.0030494225654744407
doc13 : doc3,0.0021729291350816803
doc13 : doc4,0.00223218354607684
doc13 : doc5,0.0018311444518423173
doc13 : doc6,0.0020011831829850222
doc13 : doc7,0.0041345892177021785
doc13 : doc8,0.008269928414697189
doc13 : doc9,0.006401595939412999
doc13 : doc10,0.005560669072757452
doc13 : doc11,0.0038665064627099676
doc13 : doc12,0.003803676445117379
doc13 : doc13,0.0
doc13 : doc14,0.005110694218891055
doc13 : doc15,0.002268690861212768
doc13 : doc16,0.00435744252262746
doc13 : doc17,0.005260991382630884
doc13 : doc18,0.0031021140069841377
doc13 : doc19,0.00876299086777357
doc13 : doc20,0.006421825677327722
doc14 : doc1,0.009030299715490405
doc14 : doc2,0.004756706006417941
doc14 : doc3,0.004391604580808904
doc14 : doc4,0.0044440790412539075
doc14 : doc5,0.004028205202476353
doc14 : doc6,0.004382338033520894
doc14 : doc7,0.006368002413041846
doc14 : doc8,0.010697574519054438
doc14 : doc9,0.008462052793197106
doc14 : doc10,0.0077659502761538496
doc14 : doc11,0.0060399811514345965
doc14 : doc12,0.0060115247644966854
doc14 : doc13,0.005110694218891055
doc14 : doc14,0.0
doc14 : doc15,0.0044623163165289775
doc14 : doc16,0.00647986458568369
doc14 : doc17,0.007345216891092007
doc14 : doc18,0.005334986157756744
doc14 : doc19,0.010929295702578867
doc14 : doc20,0.008654108807748733
doc15 : doc1,0.006281373462249667
doc15 : doc2,0.0024215893643988757
doc15 : doc3,0.0014966948220268646
doc15 : doc4,0.0014217071883986729
doc15 : doc5,0.0011234495601984103
doc15 : doc6,0.001516456011863577
doc15 : doc7,0.003552539959726189
doc15 : doc8,0.007321471099323527
doc15 : doc9,0.00561320097897717
doc15 : doc10,0.004800821934113156
doc15 : doc11,0.0031535719919958643
doc15 : doc12,0.003116392915425964
doc15 : doc13,0.002268690861212768
doc15 : doc14,0.0044623163165289775
doc15 : doc15,0.0
doc15 : doc16,0.0034981395621663945
doc15 : doc17,0.004518944717012505
doc15 : doc18,0.002530987405491117
doc15 : doc19,0.008082114821836843
doc15 : doc20,0.005852057617110389
doc16 : doc1,0.008215645138017917
doc16 : doc2,0.00430395459736919
doc16 : doc3,0.0034966665121986956
doc16 : doc4,0.0036020939859698485
doc16 : doc5,0.003094402112217112
doc16 : doc6,0.0035389028413078307
doc16 : doc7,0.00505984452383127
doc16 : doc8,0.0099812160752735
doc16 : doc9,0.007490758547555291
doc16 : doc10,0.006924352442876818
doc16 : doc11,0.0049359342773196355
doc16 : doc12,0.004770170576313037
doc16 : doc13,0.00435744252262746
doc16 : doc14,0.00647986458568369
doc16 : doc15,0.0034981395621663945
doc16 : doc16,0.0
doc16 : doc17,0.006442285876297944
doc16 : doc18,0.004474256729733247
doc16 : doc19,0.009916828148193713
doc16 : doc20,0.007703818338848608
doc17 : doc1,0.008946703196842591
doc17 : doc2,0.00485723251695357
doc17 : doc3,0.004515763204507983
doc17 : doc4,0.00461717859654536
doc17 : doc5,0.004157806613001683
doc17 : doc6,0.004530737050816871
doc17 : doc7,0.006208622056140177
doc17 : doc8,0.010788302426342641
doc17 : doc9,7.206518754519332E-4
doc17 : doc10,0.007927635971214047
doc17 : doc11,0.006052245666031965
doc17 : doc12,0.006086601216748268
doc17 : doc13,0.005260991382630884
doc17 : doc14,0.007345216891092007
doc17 : doc15,0.004518944717012505
doc17 : doc16,0.006442285876297944
doc17 : doc17,0.0
doc17 : doc18,0.005363348093569475
doc17 : doc19,0.010912336852450124
doc17 : doc20,0.008729002761952386
doc18 : doc1,0.007157050522129566
doc18 : doc2,0.0031972700127741427
doc18 : doc3,0.0023538910618573065
doc18 : doc4,0.0024235322699260094
doc18 : doc5,0.002065994524657197
doc18 : doc6,0.0023728149290108483
doc18 : doc7,0.004161020929344246
doc18 : doc8,0.008777072044359426
doc18 : doc9,0.006448966465968997
doc18 : doc10,0.005731398698761014
doc18 : doc11,0.0038531663993110277
doc18 : doc12,0.0039341385049676955
doc18 : doc13,0.0031021140069841377
doc18 : doc14,0.005334986157756744
doc18 : doc15,0.002530987405491117
doc18 : doc16,0.004474256729733247
doc18 : doc17,0.005363348093569475
doc18 : doc18,0.0
doc18 : doc19,0.00879848982554114
doc18 : doc20,0.00649165730441756
doc19 : doc1,0.012726190107623159
doc19 : doc2,0.008792616792825522
doc19 : doc3,0.007978597880149558
doc19 : doc4,0.007987609187940763
doc19 : doc5,0.007561463049631835
doc19 : doc6,0.007945431012401099
doc19 : doc7,0.009959543526996392
doc19 : doc8,0.014347680342668844
doc19 : doc9,0.012045890600498927
doc19 : doc10,0.011362161571118457
doc19 : doc11,0.009329277563448292
doc19 : doc12,0.009495686893660068
doc19 : doc13,0.00876299086777357
doc19 : doc14,0.010929295702578867
doc19 : doc15,0.008082114821836843
doc19 : doc16,0.009916828148193713
doc19 : doc17,0.010912336852450124
doc19 : doc18,0.00879848982554114
doc19 : doc19,0.0
doc19 : doc20,0.011792744145522888
doc20 : doc1,0.010224002662173883
doc20 : doc2,0.006456462235873746
doc20 : doc3,0.005648712717984451
doc20 : doc4,0.00570239090326424
doc20 : doc5,0.005150519337847847
doc20 : doc6,0.005728106924704769
doc20 : doc7,0.007540523321730567
doc20 : doc8,0.011980755805084672
doc20 : doc9,0.00983921344012653
doc20 : doc10,0.009082631754521597
doc20 : doc11,0.005307966116133968
doc20 : doc12,0.007072829575227732
doc20 : doc13,0.006421825677327722
doc20 : doc14,0.008654108807748733
doc20 : doc15,0.005852057617110389
doc20 : doc16,0.007703818338848608
doc20 : doc17,0.008729002761952386
doc20 : doc18,0.00649165730441756
doc20 : doc19,0.011792744145522888
doc20 : doc20,0.0
